Waterbody OGF ID,Zone Number,Species,Species French,Season,Season French,Limit,Limit French,Size Limit Only,Size Limit Only French,Waterbody Description,Waterbody Description French,Effective Date,Expiry Date
125209688,10,Rainbow Trout,Truite arc-enciel,Refer to Zone-Wide Seasons and Limits,Reportez-vous à Saisons et limites de zone,S - 5,S - 5,No size limits,Aucune limite de taille,"Twentythree Lake (46°32'41""N., 82°41'47""W.) - Hembruff Township","Lac Twentythree (46° 32' 41""N., 82° 41' 47""O.) - canton de Hembruff",01/01/2022,12/31/2022
125209688,10,Rainbow Trout,Truite arc-enciel,Refer to Zone-Wide Seasons and Limits,Reportez-vous à Saisons et limites de zone,C - 2,C - 2,No size limits,Aucune limite de taille,"Twentythree Lake (46°32'41""N., 82°41'47""W.) - Hembruff Township","Lac Twentythree (46° 32' 41""N., 82° 41' 47""O.) - canton de Hembruff",01/01/2022,12/31/2022
125207722,10,Rainbow Trout,Truite arc-enciel,Refer to Zone-Wide Seasons and Limits,Reportez-vous à Saisons et limites de zone,S - 5,S - 5,No size limits,Aucune limite de taille,"Weashkog Lake (46°39'15""N., 84°08'53""W.) - Jarvis Township","Lac Weashkog (46° 39' 15""N., 84° 08' 53""O.) - canton de Jarvis",01/01/2022,12/31/2022
125207722,10,Rainbow Trout,Truite arc-enciel,Refer to Zone-Wide Seasons and Limits,Reportez-vous à Saisons et limites de zone,C - 2,C - 2,No size limits,Aucune limite de taille,"Weashkog Lake (46°39'15""N., 84°08'53""W.) - Jarvis Township","Lac Weashkog (46° 39' 15""N., 84° 08' 53""O.) - canton de Jarvis",01/01/2022,12/31/2022
125208242,11,Brook Trout,Omble de fontaine,Open all year,Pêche ouverte toute l’année,S - 5,S - 5,No size limits,Aucune limite de taille,"Barnett Lake (47°09'05""N., 80°02'37""W.) - Aston Township","Lac Barnett (47° 09' 05""N., 80° 02' 37""O.) - canton d'Aston",01/01/2022,12/31/2022
125208242,11,Brook Trout,Omble de fontaine,Open all year,Pêche ouverte toute l’année,C - 2,C - 2,No size limits,Aucune limite de taille,"Barnett Lake (47°09'05""N., 80°02'37""W.) - Aston Township","Lac Barnett (47° 09' 05""N., 80° 02' 37""O.) - canton d'Aston",01/01/2022,12/31/2022
125208243,11,Brook Trout,Omble de fontaine,Open all year,Pêche ouverte toute l’année,S - 5,S - 5,No size limits,Aucune limite de taille,"Bartle Lake (47°30'00""N., 79°50'00""W.) - Hudson Township","Lac Bartle (47° 30' 00""N., 79° 50' 00""O.) - canton de Hudson",01/01/2022,12/31/2022
125208243,11,Brook Trout,Omble de fontaine,Open all year,Pêche ouverte toute l’année,C - 2,C - 2,No size limits,Aucune limite de taille,"Bartle Lake (47°30'00""N., 79°50'00""W.) - Hudson Township","Lac Bartle (47° 30' 00""N., 79° 50' 00""O.) - canton de Hudson",01/01/2022,12/31/2022
125208244,11,Brook Trout,Omble de fontaine,Open all year,Pêche ouverte toute l’année,S - 5,S - 5,No size limits,Aucune limite de taille,"Bastien Lake (Tower Lake) (46°23'56""N., 78°54'52""W.) - Mattawan Township","Lac Bastien (Tower Lake) (46° 23' 56""N., 78° 54' 52""O.) - canton de Mattawan",01/01/2022,12/31/2022
125208244,11,Brook Trout,Omble de fontaine,Open all year,Pêche ouverte toute l’année,C - 2,C - 2,No size limits,Aucune limite de taille,"Bastien Lake (Tower Lake) (46°23'56""N., 78°54'52""W.) - Mattawan Township","Lac Bastien (Tower Lake) (46° 23' 56""N., 78° 54' 52""O.) - canton de Mattawan",01/01/2022,12/31/2022
125208245,11,Brook Trout,Omble de fontaine,Open all year,Pêche ouverte toute l’année,S - 5,S - 5,No size limits,Aucune limite de taille,"Beach Lake (46°44'11""N., 79°47'48""W.) - Sisk Township","Lac Beach (46° 44' 11""N., 79° 47' 48""O.) - canton de Sisk",01/01/2022,12/31/2022
125208245,11,Brook Trout,Omble de fontaine,Open all year,Pêche ouverte toute l’année,C - 2,C - 2,No size limits,Aucune limite de taille,"Beach Lake (46°44'11""N., 79°47'48""W.) - Sisk Township","Lac Beach (46° 44' 11""N., 79° 47' 48""O.) - canton de Sisk",01/01/2022,12/31/2022
125208246,11,Brook Trout,Omble de fontaine,Open all year,Pêche ouverte toute l’année,S - 5,S - 5,No size limits,Aucune limite de taille,"Best Lake 73 (47°09'30""N., 79°45'41""W.) - Best Township","Lac Best 73 (47° 09' 30""N., 79° 45' 41""O.) - canton de Best",01/01/2022,12/31/2022
125208246,11,Brook Trout,Omble de fontaine,Open all year,Pêche ouverte toute l’année,C - 2,C - 2,No size limits,Aucune limite de taille,"Best Lake 73 (47°09'30""N., 79°45'41""W.) - Best Township","Lac Best 73 (47° 09' 30""N., 79° 45' 41""O.) - canton de Best",01/01/2022,12/31/2022
125208247,11,Brook Trout,Omble de fontaine,Open all year,Pêche ouverte toute l’année,S - 5,S - 5,No size limits,Aucune limite de taille,"Brown’s Lake (47°06'57""N., 80°05'18""W.) - Cynthia Township","Lac Brown’s (47° 06' 57""N., 80° 05' 18""O.) - canton de Cynthia",01/01/2022,12/31/2022
125208247,11,Brook Trout,Omble de fontaine,Open all year,Pêche ouverte toute l’année,C - 2,C - 2,No size limits,Aucune limite de taille,"Brown’s Lake (47°06'57""N., 80°05'18""W.) - Cynthia Township","Lac Brown’s (47° 06' 57""N., 80° 05' 18""O.) - canton de Cynthia",01/01/2022,12/31/2022
125208248,11,Brook Trout,Omble de fontaine,Open all year,Pêche ouverte toute l’année,S - 5,S - 5,No size limits,Aucune limite de taille,"Coppersand Lake (47°08'44""N., 80°03'47""W.) - Aston Township","Lac Coppersand (47° 08' 44""N., 80° 03' 47""O.) - canton d'Aston",01/01/2022,12/31/2022
125208248,11,Brook Trout,Omble de fontaine,Open all year,Pêche ouverte toute l’année,C - 2,C - 2,No size limits,Aucune limite de taille,"Coppersand Lake (47°08'44""N., 80°03'47""W.) - Aston Township","Lac Coppersand (47° 08' 44""N., 80° 03' 47""O.) - canton d'Aston",01/01/2022,12/31/2022
125208249,11,Brook Trout,Omble de fontaine,Open all year,Pêche ouverte toute l’année,S - 5,S - 5,No size limits,Aucune limite de taille,"Dokis Pond (46°07’23”N., 80°02’46”W.) - Dokis Number 9 First Nation","Étang Dokis (46°07’23” N., 80°02’46” O.) - Première Nation Dokis no 9",01/01/2022,12/31/2022
125208249,11,Brook Trout,Omble de fontaine,Open all year,Pêche ouverte toute l’année,C - 2,C - 2,No size limits,Aucune limite de taille,"Dokis Pond (46°07’23”N., 80°02’46”W.) - Dokis Number 9 First Nation","Étang Dokis (46°07’23” N., 80°02’46” O.) - Première Nation Dokis no 9",01/01/2022,12/31/2022
125208250,11,Brook Trout,Omble de fontaine,Open all year,Pêche ouverte toute l’année,S - 5,S - 5,No size limits,Aucune limite de taille,"Fork Lake (46°09'13""N., 78°43'53""W.) - Boyd Township","Lac Fork (46° 09' 13""N., 78° 43' 53""O.) - canton de Boyd",01/01/2022,12/31/2022
125208250,11,Brook Trout,Omble de fontaine,Open all year,Pêche ouverte toute l’année,C - 2,C - 2,No size limits,Aucune limite de taille,"Fork Lake (46°09'13""N., 78°43'53""W.) - Boyd Township","Lac Fork (46° 09' 13""N., 78° 43' 53""O.) - canton de Boyd",01/01/2022,12/31/2022
125208251,11,Brook Trout,Omble de fontaine,Open all year,Pêche ouverte toute l’année,S - 5,S - 5,No size limits,Aucune limite de taille,"Froggy Lake (46°17'12""N., 79°07'22""W.) - Bonfield Township","Lac Froggy (46° 17' 12""N., 79° 07' 22""O.) - canton de Bonfield",01/01/2022,12/31/2022
125208251,11,Brook Trout,Omble de fontaine,Open all year,Pêche ouverte toute l’année,C - 2,C - 2,No size limits,Aucune limite de taille,"Froggy Lake (46°17'12""N., 79°07'22""W.) - Bonfield Township","Lac Froggy (46° 17' 12""N., 79° 07' 22""O.) - canton de Bonfield",01/01/2022,12/31/2022
125208252,11,Brook Trout,Omble de fontaine,Open all year,Pêche ouverte toute l’année,S - 5,S - 5,No size limits,Aucune limite de taille,"Gillies Limit Lake 19 (47°16'04""N., 79°46'59""W.) - Gillies Limit Township","Lac Gillies Limit 19 (47° 16' 04""N., 79° 46' 59""O.) - canton de Gillies Limit",01/01/2022,12/31/2022
125208252,11,Brook Trout,Omble de fontaine,Open all year,Pêche ouverte toute l’année,C - 2,C - 2,No size limits,Aucune limite de taille,"Gillies Limit Lake 19 (47°16'04""N., 79°46'59""W.) - Gillies Limit Township","Lac Gillies Limit 19 (47° 16' 04""N., 79° 46' 59""O.) - canton de Gillies Limit",01/01/2022,12/31/2022
125208253,11,Brook Trout,Omble de fontaine,Open all year,Pêche ouverte toute l’année,S - 5,S - 5,No size limits,Aucune limite de taille,"Gillies Limit Lake 51 (47°16'57""N., 79°42'44""W.) - Gillies Limit Township","Lac Gillies Limit 51 (47° 16' 57""N., 79° 42' 44""O.) - canton de Gillies Limit",01/01/2022,12/31/2022
125208253,11,Brook Trout,Omble de fontaine,Open all year,Pêche ouverte toute l’année,C - 2,C - 2,No size limits,Aucune limite de taille,"Gillies Limit Lake 51 (47°16'57""N., 79°42'44""W.) - Gillies Limit Township","Lac Gillies Limit 51 (47° 16' 57""N., 79° 42' 44""O.) - canton de Gillies Limit",01/01/2022,12/31/2022
125208254,11,Brook Trout,Omble de fontaine,Open all year,Pêche ouverte toute l’année,S - 5,S - 5,No size limits,Aucune limite de taille,"Glassy Lake (46°23'16""N., 79°06'50""W.) - Phelps Township","Lac Glassy (46° 23' 16""N., 79° 06' 50""O.) - canton de Phelps",01/01/2022,12/31/2022
125208254,11,Brook Trout,Omble de fontaine,Open all year,Pêche ouverte toute l’année,C - 2,C - 2,No size limits,Aucune limite de taille,"Glassy Lake (46°23'16""N., 79°06'50""W.) - Phelps Township","Lac Glassy (46° 23' 16""N., 79° 06' 50""O.) - canton de Phelps",01/01/2022,12/31/2022
125208255,11,Brook Trout,Omble de fontaine,Open all year,Pêche ouverte toute l’année,S - 5,S - 5,No size limits,Aucune limite de taille,"Herbert Lake (46°58'48""N., 80°08'17""W.) - Joan Township","Lac Herbert (46° 58' 48""N., 80° 08' 17""O.) - canton de Joan",01/01/2022,12/31/2022
125208255,11,Brook Trout,Omble de fontaine,Open all year,Pêche ouverte toute l’année,C - 2,C - 2,No size limits,Aucune limite de taille,"Herbert Lake (46°58'48""N., 80°08'17""W.) - Joan Township","Lac Herbert (46° 58' 48""N., 80° 08' 17""O.) - canton de Joan",01/01/2022,12/31/2022
125208256,11,Brook Trout,Omble de fontaine,Open all year,Pêche ouverte toute l’année,S - 5,S - 5,No size limits,Aucune limite de taille,"High Lake (46°53'46""N., 80°20'28""W.) - Afton Township","Lac High (46° 53' 46""N., 80° 20' 28""O.) - canton d'Afton",01/01/2022,12/31/2022
125208256,11,Brook Trout,Omble de fontaine,Open all year,Pêche ouverte toute l’année,C - 2,C - 2,No size limits,Aucune limite de taille,"High Lake (46°53'46""N., 80°20'28""W.) - Afton Township","Lac High (46° 53' 46""N., 80° 20' 28""O.) - canton d'Afton",01/01/2022,12/31/2022
125208257,11,Brook Trout,Omble de fontaine,Open all year,Pêche ouverte toute l’année,S - 5,S - 5,No size limits,Aucune limite de taille,"Hillcrest Lake (47°00'52""N., 80°03'24""W.) - Joan Township","Lac Hillcrest (47° 00' 52""N., 80° 03' 24""O.) - canton de Joan",01/01/2022,12/31/2022
125208257,11,Brook Trout,Omble de fontaine,Open all year,Pêche ouverte toute l’année,C - 2,C - 2,No size limits,Aucune limite de taille,"Hillcrest Lake (47°00'52""N., 80°03'24""W.) - Joan Township","Lac Hillcrest (47° 00' 52""N., 80° 03' 24""O.) - canton de Joan",01/01/2022,12/31/2022
125208258,11,Brook Trout,Omble de fontaine,Open all year,Pêche ouverte toute l’année,S - 5,S - 5,No size limits,Aucune limite de taille,"Hook Lake (47°08'10""N., 79°50'47""W.) - Strathy Township","Lac Hook (47° 08' 10""N., 79° 50' 47""O.) - canton de Strathy",01/01/2022,12/31/2022
125208258,11,Brook Trout,Omble de fontaine,Open all year,Pêche ouverte toute l’année,C - 2,C - 2,No size limits,Aucune limite de taille,"Hook Lake (47°08'10""N., 79°50'47""W.) - Strathy Township","Lac Hook (47° 08' 10""N., 79° 50' 47""O.) - canton de Strathy",01/01/2022,12/31/2022
125208259,11,Brook Trout,Omble de fontaine,Open all year,Pêche ouverte toute l’année,S - 5,S - 5,No size limits,Aucune limite de taille,"Hush Hush Lake (47°08'12""N., 80°02'54""W.) - Cynthia Township","Lac Hush Hush (47° 08' 12""N., 80° 02' 54""O.) - canton de Cynthia",01/01/2022,12/31/2022
125208259,11,Brook Trout,Omble de fontaine,Open all year,Pêche ouverte toute l’année,C - 2,C - 2,No size limits,Aucune limite de taille,"Hush Hush Lake (47°08'12""N., 80°02'54""W.) - Cynthia Township","Lac Hush Hush (47° 08' 12""N., 80° 02' 54""O.) - canton de Cynthia",01/01/2022,12/31/2022
125208260,11,Brook Trout,Omble de fontaine,Open all year,Pêche ouverte toute l’année,S - 5,S - 5,No size limits,Aucune limite de taille,"Indian Lake (46°28'05""N., 79°08'19""W.) - French Township","Lac Indian (46° 28' 05""N., 79° 08' 19""O.) - canton de French",01/01/2022,12/31/2022
125208260,11,Brook Trout,Omble de fontaine,Open all year,Pêche ouverte toute l’année,C - 2,C - 2,No size limits,Aucune limite de taille,"Indian Lake (46°28'05""N., 79°08'19""W.) - French Township","Lac Indian (46° 28' 05""N., 79° 08' 19""O.) - canton de French",01/01/2022,12/31/2022
125208262,11,Brook Trout,Omble de fontaine,Open all year,Pêche ouverte toute l’année,S - 5,S - 5,No size limits,Aucune limite de taille,"Lake 2 (Pothole 2) (46°30'12""N., 79°09'44""W.) - French Township","Lac 2 (Pothole 2) (46° 30' 12""N., 79° 09' 44""O.) - canton de French",01/01/2022,12/31/2022
125208262,11,Brook Trout,Omble de fontaine,Open all year,Pêche ouverte toute l’année,C - 2,C - 2,No size limits,Aucune limite de taille,"Lake 2 (Pothole 2) (46°30'12""N., 79°09'44""W.) - French Township","Lac 2 (Pothole 2) (46° 30' 12""N., 79° 09' 44""O.) - canton de French",01/01/2022,12/31/2022
125208261,11,Brook Trout,Omble de fontaine,Open all year,Pêche ouverte toute l’année,S - 5,S - 5,No size limits,Aucune limite de taille,"Lake 697 (46°29'51""N., 79°04'00""W.) - Butler Township","Lac 697 (46° 29' 51""N., 79° 04' 00""O.) - canton de Butler",01/01/2022,12/31/2022
125208261,11,Brook Trout,Omble de fontaine,Open all year,Pêche ouverte toute l’année,C - 2,C - 2,No size limits,Aucune limite de taille,"Lake 697 (46°29'51""N., 79°04'00""W.) - Butler Township","Lac 697 (46° 29' 51""N., 79° 04' 00""O.) - canton de Butler",01/01/2022,12/31/2022
125208263,11,Brook Trout,Omble de fontaine,Open all year,Pêche ouverte toute l’année,S - 5,S - 5,No size limits,Aucune limite de taille,"Little McConnell Lake (46°45'12""N., 79°20'13""W.) - McAuslan Township","Lac Little McConnell (46° 45' 12""N., 79° 20' 13""O.) - canton de McAuslan",01/01/2022,12/31/2022
125208263,11,Brook Trout,Omble de fontaine,Open all year,Pêche ouverte toute l’année,C - 2,C - 2,No size limits,Aucune limite de taille,"Little McConnell Lake (46°45'12""N., 79°20'13""W.) - McAuslan Township","Lac Little McConnell (46° 45' 12""N., 79° 20' 13""O.) - canton de McAuslan",01/01/2022,12/31/2022
125208446,11,Brook Trout,Omble de fontaine,Open all year,Pêche ouverte toute l’année,S - 5,S - 5,No size limits,Aucune limite de taille,"Love Lake (45°59'20""N., 79°19'47""W.) - Himsworth Township","Lac Love (45° 59' 20""N., 79° 19' 47""O.) - canton de Himsworth",01/01/2022,12/31/2022
125208446,11,Brook Trout,Omble de fontaine,Open all year,Pêche ouverte toute l’année,C - 2,C - 2,No size limits,Aucune limite de taille,"Love Lake (45°59'20""N., 79°19'47""W.) - Himsworth Township","Lac Love (45° 59' 20""N., 79° 19' 47""O.) - canton de Himsworth",01/01/2022,12/31/2022
125208447,11,Brook Trout,Omble de fontaine,Open all year,Pêche ouverte toute l’année,S - 5,S - 5,No size limits,Aucune limite de taille,"Malloch Lake (47°04'43""N., 80°03'04""W.) - Cynthia Township","Lac Malloch (47° 04' 43""N., 80° 03' 04""O.) - canton de Cynthia",01/01/2022,12/31/2022
125208447,11,Brook Trout,Omble de fontaine,Open all year,Pêche ouverte toute l’année,C - 2,C - 2,No size limits,Aucune limite de taille,"Malloch Lake (47°04'43""N., 80°03'04""W.) - Cynthia Township","Lac Malloch (47° 04' 43""N., 80° 03' 04""O.) - canton de Cynthia",01/01/2022,12/31/2022
125208448,11,Brook Trout,Omble de fontaine,Open all year,Pêche ouverte toute l’année,S - 5,S - 5,No size limits,Aucune limite de taille,"Mirror Lake (46°25'24""N., 79°07'05""W.) - Phelps Township","Lac Mirror (46° 25' 24""N., 79° 07' 05""O.) - canton de Phelps",01/01/2022,12/31/2022
125208448,11,Brook Trout,Omble de fontaine,Open all year,Pêche ouverte toute l’année,C - 2,C - 2,No size limits,Aucune limite de taille,"Mirror Lake (46°25'24""N., 79°07'05""W.) - Phelps Township","Lac Mirror (46° 25' 24""N., 79° 07' 05""O.) - canton de Phelps",01/01/2022,12/31/2022
125208449,11,Brook Trout,Omble de fontaine,Open all year,Pêche ouverte toute l’année,S - 5,S - 5,No size limits,Aucune limite de taille,"Montreuil Lake (46°25'54""N., 78°54'28""W.) - Mattawan Township","Lac Montreuil (46° 25' 54""N., 78° 54' 28""O.) - canton de Mattawan",01/01/2022,12/31/2022
125208449,11,Brook Trout,Omble de fontaine,Open all year,Pêche ouverte toute l’année,C - 2,C - 2,No size limits,Aucune limite de taille,"Montreuil Lake (46°25'54""N., 78°54'28""W.) - Mattawan Township","Lac Montreuil (46° 25' 54""N., 78° 54' 28""O.) - canton de Mattawan",01/01/2022,12/31/2022
125208450,11,Brook Trout,Omble de fontaine,Open all year,Pêche ouverte toute l’année,S - 5,S - 5,No size limits,Aucune limite de taille,"Mowat Lake (47°28'51""N., 79°57'37""W.) - Barr Township","Lac Mowat (47° 28' 51""N., 79° 57' 37""O.) - canton de Barr",01/01/2022,12/31/2022
125208450,11,Brook Trout,Omble de fontaine,Open all year,Pêche ouverte toute l’année,C - 2,C - 2,No size limits,Aucune limite de taille,"Mowat Lake (47°28'51""N., 79°57'37""W.) - Barr Township","Lac Mowat (47° 28' 51""N., 79° 57' 37""O.) - canton de Barr",01/01/2022,12/31/2022
125208451,11,Brook Trout,Omble de fontaine,Open all year,Pêche ouverte toute l’année,S - 5,S - 5,No size limits,Aucune limite de taille,"Mug Lake (46°44'33""N., 79°22'30""W.) - McAuslan Township","Lac Mug (46° 44' 33""N., 79° 22' 30""O.) - canton de McAuslan",01/01/2022,12/31/2022
125208451,11,Brook Trout,Omble de fontaine,Open all year,Pêche ouverte toute l’année,C - 2,C - 2,No size limits,Aucune limite de taille,"Mug Lake (46°44'33""N., 79°22'30""W.) - McAuslan Township","Lac Mug (46° 44' 33""N., 79° 22' 30""O.) - canton de McAuslan",01/01/2022,12/31/2022
125208452,11,Brook Trout,Omble de fontaine,Open all year,Pêche ouverte toute l’année,S - 5,S - 5,No size limits,Aucune limite de taille,"Norway Lake (46°45'08""N., 79°15'08""W.) - Wyse Township","Lac Norway (46° 45' 08""N., 79° 15' 08""O.) - canton de Wyse",01/01/2022,12/31/2022
125208452,11,Brook Trout,Omble de fontaine,Open all year,Pêche ouverte toute l’année,C - 2,C - 2,No size limits,Aucune limite de taille,"Norway Lake (46°45'08""N., 79°15'08""W.) - Wyse Township","Lac Norway (46° 45' 08""N., 79° 15' 08""O.) - canton de Wyse",01/01/2022,12/31/2022
125208453,11,Brook Trout,Omble de fontaine,Open all year,Pêche ouverte toute l’année,S - 5,S - 5,No size limits,Aucune limite de taille,"Pine Lake (46°44'47""N., 79°16'39""W.) - McAuslan Township","Lac Pine (46° 44' 47""N., 79° 16' 39""O.) - canton de McAuslan",01/01/2022,12/31/2022
125208453,11,Brook Trout,Omble de fontaine,Open all year,Pêche ouverte toute l’année,C - 2,C - 2,No size limits,Aucune limite de taille,"Pine Lake (46°44'47""N., 79°16'39""W.) - McAuslan Township","Lac Pine (46° 44' 47""N., 79° 16' 39""O.) - canton de McAuslan",01/01/2022,12/31/2022
125208454,11,Brook Trout,Omble de fontaine,Open all year,Pêche ouverte toute l’année,S - 5,S - 5,No size limits,Aucune limite de taille,"Pole Lake (46°43'44""N., 79°21'51""W.) - McAuslan Township","Lac Pole (46° 43' 44""N., 79° 21' 51""O.) - canton de McAuslan",01/01/2022,12/31/2022
125208454,11,Brook Trout,Omble de fontaine,Open all year,Pêche ouverte toute l’année,C - 2,C - 2,No size limits,Aucune limite de taille,"Pole Lake (46°43'44""N., 79°21'51""W.) - McAuslan Township","Lac Pole (46° 43' 44""N., 79° 21' 51""O.) - canton de McAuslan",01/01/2022,12/31/2022
125208455,11,Brook Trout,Omble de fontaine,Open all year,Pêche ouverte toute l’année,S - 5,S - 5,No size limits,Aucune limite de taille,"Price Lake (46°58'03""N., 80°07'32""W.) - Phyllis Township","Lac Price (46° 58' 03""N., 80° 07' 32""O.) - canton de Phyllis",01/01/2022,12/31/2022
125208455,11,Brook Trout,Omble de fontaine,Open all year,Pêche ouverte toute l’année,C - 2,C - 2,No size limits,Aucune limite de taille,"Price Lake (46°58'03""N., 80°07'32""W.) - Phyllis Township","Lac Price (46° 58' 03""N., 80° 07' 32""O.) - canton de Phyllis",01/01/2022,12/31/2022
125208456,11,Brook Trout,Omble de fontaine,Open all year,Pêche ouverte toute l’année,S - 5,S - 5,No size limits,Aucune limite de taille,"Quarry Lake (46°43'43""N., 79°21'12""W.) - McAuslan Township","Lac Quarry (46° 43' 43""N., 79° 21' 12""O.) - canton de McAuslan",01/01/2022,12/31/2022
125208456,11,Brook Trout,Omble de fontaine,Open all year,Pêche ouverte toute l’année,C - 2,C - 2,No size limits,Aucune limite de taille,"Quarry Lake (46°43'43""N., 79°21'12""W.) - McAuslan Township","Lac Quarry (46° 43' 43""N., 79° 21' 12""O.) - canton de McAuslan",01/01/2022,12/31/2022
125208457,11,Brook Trout,Omble de fontaine,Open all year,Pêche ouverte toute l’année,S - 5,S - 5,No size limits,Aucune limite de taille,"Redbark Lake (46°59'45""N., 80°09'55""W.) - Joan Township","Lac Redbark (46° 59' 45""N., 80° 09' 55""O.) - canton de Joan",01/01/2022,12/31/2022
125208457,11,Brook Trout,Omble de fontaine,Open all year,Pêche ouverte toute l’année,C - 2,C - 2,No size limits,Aucune limite de taille,"Redbark Lake (46°59'45""N., 80°09'55""W.) - Joan Township","Lac Redbark (46° 59' 45""N., 80° 09' 55""O.) - canton de Joan",01/01/2022,12/31/2022
125208458,11,Brook Trout,Omble de fontaine,Open all year,Pêche ouverte toute l’année,S - 5,S - 5,No size limits,Aucune limite de taille,"Robert Lake (Head Lake) (47°16'01""N., 79°51'36""W.) - Brigstocke Township","Lac Robert (Head Lake) (47° 16' 01""N., 79° 51' 36""O.) - canton de Brigstocke",01/01/2022,12/31/2022
125208458,11,Brook Trout,Omble de fontaine,Open all year,Pêche ouverte toute l’année,C - 2,C - 2,No size limits,Aucune limite de taille,"Robert Lake (Head Lake) (47°16'01""N., 79°51'36""W.) - Brigstocke Township","Lac Robert (Head Lake) (47° 16' 01""N., 79° 51' 36""O.) - canton de Brigstocke",01/01/2022,12/31/2022
125208459,11,Brook Trout,Omble de fontaine,Open all year,Pêche ouverte toute l’année,S - 5,S - 5,No size limits,Aucune limite de taille,"Roko Lake (47°07'12""N., 80°02'52""W.) - Cynthia Township","Lac Roko (47° 07' 12""N., 80° 02' 52""O.) - canton de Cynthia",01/01/2022,12/31/2022
125208459,11,Brook Trout,Omble de fontaine,Open all year,Pêche ouverte toute l’année,C - 2,C - 2,No size limits,Aucune limite de taille,"Roko Lake (47°07'12""N., 80°02'52""W.) - Cynthia Township","Lac Roko (47° 07' 12""N., 80° 02' 52""O.) - canton de Cynthia",01/01/2022,12/31/2022
125208460,11,Brook Trout,Omble de fontaine,Open all year,Pêche ouverte toute l’année,S - 5,S - 5,No size limits,Aucune limite de taille,"Round Lake (46°46'34""N., 79°18'55""W.) - McAuslan Township","Lac Round (46° 46' 34""N., 79° 18' 55""O.) - canton de McAuslan",01/01/2022,12/31/2022
125208460,11,Brook Trout,Omble de fontaine,Open all year,Pêche ouverte toute l’année,C - 2,C - 2,No size limits,Aucune limite de taille,"Round Lake (46°46'34""N., 79°18'55""W.) - McAuslan Township","Lac Round (46° 46' 34""N., 79° 18' 55""O.) - canton de McAuslan",01/01/2022,12/31/2022
125208461,11,Brook Trout,Omble de fontaine,Open all year,Pêche ouverte toute l’année,S - 5,S - 5,No size limits,Aucune limite de taille,"Secord Lake (46°45'25""N., 79°24'54""W.) - La Salle Township","Lac Secord (46° 45' 25""N., 79° 24' 54""O.) - canton de La Salle",01/01/2022,12/31/2022
125208461,11,Brook Trout,Omble de fontaine,Open all year,Pêche ouverte toute l’année,C - 2,C - 2,No size limits,Aucune limite de taille,"Secord Lake (46°45'25""N., 79°24'54""W.) - La Salle Township","Lac Secord (46° 45' 25""N., 79° 24' 54""O.) - canton de La Salle",01/01/2022,12/31/2022
125208462,11,Brook Trout,Omble de fontaine,Open all year,Pêche ouverte toute l’année,S - 5,S - 5,No size limits,Aucune limite de taille,"Side Rock Lake (47°04'36""N., 80°03'34""W.) - Cynthia Township","Lac Side Rock (47° 04' 36""N., 80° 03' 34""O.) - canton de Cynthia",01/01/2022,12/31/2022
125208462,11,Brook Trout,Omble de fontaine,Open all year,Pêche ouverte toute l’année,C - 2,C - 2,No size limits,Aucune limite de taille,"Side Rock Lake (47°04'36""N., 80°03'34""W.) - Cynthia Township","Lac Side Rock (47° 04' 36""N., 80° 03' 34""O.) - canton de Cynthia",01/01/2022,12/31/2022
125208463,11,Brook Trout,Omble de fontaine,Open all year,Pêche ouverte toute l’année,S - 5,S - 5,No size limits,Aucune limite de taille,"Strathcona Lake 25 (47°01'23""N., 79°46'40""W.) - Strathcona Township","Lac Strathcona 25 (47° 01' 23""N., 79° 46' 40""O.) - canton de Strathcona",01/01/2022,12/31/2022
125208463,11,Brook Trout,Omble de fontaine,Open all year,Pêche ouverte toute l’année,C - 2,C - 2,No size limits,Aucune limite de taille,"Strathcona Lake 25 (47°01'23""N., 79°46'40""W.) - Strathcona Township","Lac Strathcona 25 (47° 01' 23""N., 79° 46' 40""O.) - canton de Strathcona",01/01/2022,12/31/2022
125208464,11,Brook Trout,Omble de fontaine,Open all year,Pêche ouverte toute l’année,S - 5,S - 5,No size limits,Aucune limite de taille,"Teesdale Lake (46°21'20""N., 79°02'30""W.) - Olrig Township","Lac Teesdale (46° 21' 20""N., 79° 02' 30""O.) - canton d'Olrig",01/01/2022,12/31/2022
125208464,11,Brook Trout,Omble de fontaine,Open all year,Pêche ouverte toute l’année,C - 2,C - 2,No size limits,Aucune limite de taille,"Teesdale Lake (46°21'20""N., 79°02'30""W.) - Olrig Township","Lac Teesdale (46° 21' 20""N., 79° 02' 30""O.) - canton d'Olrig",01/01/2022,12/31/2022
125208465,11,Brook Trout,Omble de fontaine,Open all year,Pêche ouverte toute l’année,S - 5,S - 5,No size limits,Aucune limite de taille,Turtle Lake - Boulter Twp.,Lac Turtle - canton de Boulter,01/01/2022,12/31/2022
125208465,11,Brook Trout,Omble de fontaine,Open all year,Pêche ouverte toute l’année,C - 2,C - 2,No size limits,Aucune limite de taille,Turtle Lake - Boulter Twp.,Lac Turtle - canton de Boulter,01/01/2022,12/31/2022
