Waterbody OGF ID,Zone Number,Species,Species French,Season,Season French,Limit,Limit French,Size Limit Only,Size Limit Only French,Waterbody Description,Waterbody Description French,Effective Date,Expiry Date
125207937,7,Brook Trout,Omble de fontaine,Open all year,Pêche ouverte toute l’année,Refer to Zone-Wide Seasons and Limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,"Manton Lake (48°06'55""N., 84°07'01""W.) - Echum Township","Lac Manton (48° 06' 55""N., 84° 07' 01""O.) - canton d'Echum",01/01/2022,12/31/2022
125207938,7,Brook Trout,Omble de fontaine,Open all year,Pêche ouverte toute l’année,Refer to Zone-Wide Seasons and Limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,"McAvay Lake (49°18'48""N., 88°06'33""W.)","Lac McAvay (49° 18' 48""N., 88° 06' 33""O.)",01/01/2022,12/31/2022
125207939,7,Brook Trout,Omble de fontaine,Open all year,Pêche ouverte toute l’année,Refer to Zone-Wide Seasons and Limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,"Mercury Lake (48°29'18""N., 85°33'23""W.)","Lac Mercury (48° 29' 18""N., 85° 33' 23""O.)",01/01/2022,12/31/2022
125207940,7,Brook Trout,Omble de fontaine,Open all year,Pêche ouverte toute l’année,Refer to Zone-Wide Seasons and Limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,"Mickey Lake (48°59'45""N., 85°52'30""W.)","Lac Mickey (48° 59' 45""N., 85° 52' 30""O.)",01/01/2022,12/31/2022
125207941,7,Brook Trout,Omble de fontaine,Open all year,Pêche ouverte toute l’année,Refer to Zone-Wide Seasons and Limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,"Middleton Lake (49°30'23""N., 86°29'30""W.)","Lac Middleton (49° 30' 23""N., 86° 29' 30""O.)",01/01/2022,12/31/2022
125207942,7,Brook Trout,Omble de fontaine,Open all year,Pêche ouverte toute l’année,Refer to Zone-Wide Seasons and Limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,"Mikano Pothole Lake (48°50'38""N., 85°20'07""W.) - Mikano Township","Lac Mikano Pothole (48° 50' 38""N., 85° 20' 07""O.) - canton de Mikano",01/01/2022,12/31/2022
125207943,7,Brook Trout,Omble de fontaine,Open all year,Pêche ouverte toute l’année,Refer to Zone-Wide Seasons and Limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,"Mile 30 Lake (50°05'14""N., 86°28'16""W.) - Raynar Township","Lac Mile 30 (50° 05' 14""N., 86° 28' 16""O.) - canton de Raynar",01/01/2022,12/31/2022
125207944,7,Brook Trout,Omble de fontaine,Open all year,Pêche ouverte toute l’année,Refer to Zone-Wide Seasons and Limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,"Mileage 10 Pothole Lake (48°29'02""N., 85°09'08""W.) - Vasiloff Township","Lac Mileage 10 Pothole (48° 29' 02""N., 85° 09' 08""O.) - canton de Vasiloff",01/01/2022,12/31/2022
125207945,7,Brook Trout,Omble de fontaine,Open all year,Pêche ouverte toute l’année,Refer to Zone-Wide Seasons and Limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,"Minnow Lake (48°51'12""N., 87°05'21""W.) - Strey Township","Lac Minnow (48° 51' 12""N., 87° 05' 21""O.) - canton de Strey",01/01/2022,12/31/2022
125207946,7,Brook Trout,Omble de fontaine,Open all year,Pêche ouverte toute l’année,Refer to Zone-Wide Seasons and Limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,"Minto Lake (47°58'18""N., 84°45'00""W.) - Mcmurray Township","Lac Minto (47° 58' 18""N., 84° 45' 00""O.) - canton de Mcmurray",01/01/2022,12/31/2022
125207947,7,Brook Trout,Omble de fontaine,Open all year,Pêche ouverte toute l’année,Refer to Zone-Wide Seasons and Limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,"Mole Lake (49°33'41""N., 84°34'50""W.) - Mcewing Township","Lac Mole (49° 33' 41""N., 84° 34' 50""O.) - canton de Mcewing",01/01/2022,12/31/2022
125207948,7,Brook Trout,Omble de fontaine,Open all year,Pêche ouverte toute l’année,Refer to Zone-Wide Seasons and Limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,"Murphy Lake (49°37'32""N., 84°36'51""W.) - Arnott Township","Lac Murphy (49° 37' 32""N., 84° 36' 51""O.) - canton d'Arnott",01/01/2022,12/31/2022
125207949,7,Brook Trout,Omble de fontaine,Open all year,Pêche ouverte toute l’année,Refer to Zone-Wide Seasons and Limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,"Myrtle Lake (49°38'09""N., 84°34'46""W.) - Arnott Township","Lac Myrtle (49° 38' 09""N., 84° 34' 46""O.) - canton d'Arnott",01/01/2022,12/31/2022
125207950,7,Brook Trout,Omble de fontaine,Open all year,Pêche ouverte toute l’année,Refer to Zone-Wide Seasons and Limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,"Mystery Lake (48°19'42""N., 84°43'30""W.) - Dumas Township","Lac Mystery (48° 19' 42""N., 84° 43' 30""O.) - canton de Dumas",01/01/2022,12/31/2022
125207951,7,Brook Trout,Omble de fontaine,Open all year,Pêche ouverte toute l’année,Refer to Zone-Wide Seasons and Limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,"Nik Lake (48°08'37""N., 84°45'22""W.) - Musquash Township","Lac Nik (48° 08' 37""N., 84° 45' 22""O.) - canton de Musquash",01/01/2022,12/31/2022
125207952,7,Brook Trout,Omble de fontaine,Open all year,Pêche ouverte toute l’année,Refer to Zone-Wide Seasons and Limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,"Norn Lake (49°07'16""N., 84°37'29""W.) - Larkin Township","Lac Norn (49° 07' 16""N., 84° 37' 29""O.) - canton de Larkin",01/01/2022,12/31/2022
125207953,7,Brook Trout,Omble de fontaine,Open all year,Pêche ouverte toute l’année,Refer to Zone-Wide Seasons and Limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,"North O'Brien Lake (48°32'31""N., 85°08'25""W.) - Abraham Township","Lac North O'Brien (48° 32' 31""N., 85° 08' 25""O.) - canton d'Abraham",01/01/2022,12/31/2022
125207954,7,Brook Trout,Omble de fontaine,Open all year,Pêche ouverte toute l’année,Refer to Zone-Wide Seasons and Limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,"North Oganek Lake (48°33'55""N., 85°07'46""W.) - Abraham Township","Lac North Oganek (48° 33' 55""N., 85° 07' 46""O.) - canton d'Abraham",01/01/2022,12/31/2022
125207955,7,Brook Trout,Omble de fontaine,Open all year,Pêche ouverte toute l’année,Refer to Zone-Wide Seasons and Limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,"North Twin Lake (48°38'09""N., 85°23'53""W.) - Cecile Township","Lac North Twin (48° 38' 09""N., 85° 23' 53""O.) - canton de Cecile",01/01/2022,12/31/2022
125207956,7,Brook Trout,Omble de fontaine,Open all year,Pêche ouverte toute l’année,Refer to Zone-Wide Seasons and Limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,"Norwalk Lake (47°55'33""N., 84°44'57""W.) - Rabazo Township","Lac Norwalk (47° 55' 33""N., 84° 44' 57""O.) - canton de Rabazo",01/01/2022,12/31/2022
125207957,7,Brook Trout,Omble de fontaine,Open all year,Pêche ouverte toute l’année,Refer to Zone-Wide Seasons and Limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,"O'Brien Lake (48°32'41""N., 85°08'13""W.) - Abraham Township","Lac O'Brien (48° 32' 41""N., 85° 08' 13""O.) - canton d'Abraham",01/01/2022,12/31/2022
125207958,7,Brook Trout,Omble de fontaine,Open all year,Pêche ouverte toute l’année,Refer to Zone-Wide Seasons and Limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,"Other Man's Lake (49°05'29""N., 84°45'19""W.) - Larkin Township","Lac Other Man's (49° 05' 29""N., 84° 45' 19""O.) - canton de Larkin",01/01/2022,12/31/2022
125207959,7,Brook Trout,Omble de fontaine,Open all year,Pêche ouverte toute l’année,Refer to Zone-Wide Seasons and Limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,"Pearkes Lake 10 (48°31'48""N., 84°25'18""W.) - Pearkes Township","Lac Pearkes 10 (48° 31' 48""N., 84° 25' 18""O.) - canton de Pearkes",01/01/2022,12/31/2022
125207960,7,Brook Trout,Omble de fontaine,Open all year,Pêche ouverte toute l’année,Refer to Zone-Wide Seasons and Limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,"Pointing Lake (49°31'11""N., 84°42'21""W.) - Frost Township","Lac Pointing (49° 31' 11""N., 84° 42' 21""O.) - canton de Frost",01/01/2022,12/31/2022
125207961,7,Brook Trout,Omble de fontaine,Open all year,Pêche ouverte toute l’année,Refer to Zone-Wide Seasons and Limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,"Post Lake (49°29'48""N., 86°36'06""W.)","Lac Post (49° 29' 48""N., 86° 36' 06""O.)",01/01/2022,12/31/2022
125207962,7,Brook Trout,Omble de fontaine,Open all year,Pêche ouverte toute l’année,Refer to Zone-Wide Seasons and Limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,"Rice Lake (49°44'46""N., 84°17'15""W.) - Gill Township","Lac Rice (49° 44' 46""N., 84° 17' 15""O.) - canton de Gill",01/01/2022,12/31/2022
125207963,7,Brook Trout,Omble de fontaine,Open all year,Pêche ouverte toute l’année,Refer to Zone-Wide Seasons and Limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,"Rod and Gun Lake (47°59'51""N., 84°50'03""W.) - Lendrum Township","Lac Rod and Gun (47° 59' 51""N., 84° 50' 03""O.) - canton de Lendrum",01/01/2022,12/31/2022
125207964,7,Brook Trout,Omble de fontaine,Open all year,Pêche ouverte toute l’année,Refer to Zone-Wide Seasons and Limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,"Rootcellar Lake (48°24'38""N., 85°00'08""W.) - Ashley Township","Lac Rootcellar (48° 24' 38""N., 85° 00' 08""O.) - canton d'Ashley",01/01/2022,12/31/2022
125207965,7,Brook Trout,Omble de fontaine,Open all year,Pêche ouverte toute l’année,Refer to Zone-Wide Seasons and Limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,"Rope Lake (49°02'21""N., 87°19'30""W.)","Lac Rope (49° 02' 21""N., 87° 19' 30""O.)",01/01/2022,12/31/2022
125207966,7,Brook Trout,Omble de fontaine,Open all year,Pêche ouverte toute l’année,Refer to Zone-Wide Seasons and Limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,"Sand Lake (49°07'32""N., 85°54'02""W.) - Leslie Township","Lac Sand (49° 07' 32""N., 85° 54' 02""O.) - canton de Leslie",01/01/2022,12/31/2022
125207967,7,Brook Trout,Omble de fontaine,Open all year,Pêche ouverte toute l’année,Refer to Zone-Wide Seasons and Limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,"Setting Duck Lake (49°40'49""N., 87°32'53""W.) - Leduc Township","Lac Setting Duck (49° 40' 49""N., 87° 32' 53""O.) - canton de Leduc",01/01/2022,12/31/2022
125207968,7,Brook Trout,Omble de fontaine,Open all year,Pêche ouverte toute l’année,Refer to Zone-Wide Seasons and Limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,"Shaw Lake (49°07'34""N., 84°36'47""W.) - Larkin Township","Lac Shaw (49° 07' 34""N., 84° 36' 47""O.) - canton de Larkin",01/01/2022,12/31/2022
125207969,7,Brook Trout,Omble de fontaine,Open all year,Pêche ouverte toute l’année,Refer to Zone-Wide Seasons and Limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,"Sider Lake (49°37'01""N., 84°35'07""W.) - Arnott Township","Lac Sider (49° 37' 01""N., 84° 35' 07""O.) - canton d'Arnott",01/01/2022,12/31/2022
125207970,7,Brook Trout,Omble de fontaine,Open all year,Pêche ouverte toute l’année,Refer to Zone-Wide Seasons and Limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,"Slim Lake (49°34'15""N., 84°40'44""W.) - Mcewing Township","Lac Slim (49° 34' 15""N., 84° 40' 44""O.) - canton de Mcewing",01/01/2022,12/31/2022
125207971,7,Brook Trout,Omble de fontaine,Open all year,Pêche ouverte toute l’année,Refer to Zone-Wide Seasons and Limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,"Souloup Lake (48°19'12""N., 84°43'04""W.) - Dumas Township","Lac Souloup (48° 19' 12""N., 84° 43' 04""O.) - canton de Dumas",01/01/2022,12/31/2022
125207972,7,Brook Trout,Omble de fontaine,Open all year,Pêche ouverte toute l’année,Refer to Zone-Wide Seasons and Limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,"Souter Lake (49°35'22""N., 84°35'59""W.) - Arnott Township","Lac Souter (49° 35' 22""N., 84° 35' 59""O.) - canton d'Arnott",01/01/2022,12/31/2022
125207973,7,Brook Trout,Omble de fontaine,Open all year,Pêche ouverte toute l’année,Refer to Zone-Wide Seasons and Limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,"South O'Brien Lake (48°32'07""N., 85°08'39""W.) - Vasiloff Township","Lac South O'Brien (48° 32' 07""N., 85° 08' 39""O.) - canton de Vasiloff",01/01/2022,12/31/2022
125207974,7,Brook Trout,Omble de fontaine,Open all year,Pêche ouverte toute l’année,Refer to Zone-Wide Seasons and Limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,"South Shell Lake (48°26'58""N., 85°07'49""W.) - Alanen Township","Lac South Shell (48° 26' 58""N., 85° 07' 49""O.) - canton d'Alanen",01/01/2022,12/31/2022
125207975,7,Brook Trout,Omble de fontaine,Open all year,Pêche ouverte toute l’année,Refer to Zone-Wide Seasons and Limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,"South Twin Lake (48°37'56""N., 85°24'11""W.) - Cecile Township","Lac South Twin (48° 37' 56""N., 85° 24' 11""O.) - canton de Cecile",01/01/2022,12/31/2022
125207976,7,Brook Trout,Omble de fontaine,Open all year,Pêche ouverte toute l’année,Refer to Zone-Wide Seasons and Limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,"Southpine Lake (49°01'57""N., 87°13'17""W.)","Lac Southpine (49° 01' 57""N., 87° 13' 17""O.)",01/01/2022,12/31/2022
125207977,7,Brook Trout,Omble de fontaine,Open all year,Pêche ouverte toute l’année,Refer to Zone-Wide Seasons and Limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,"Spectacle Lake (48°50'15""N., 87°17'37""W.) - Killraine Township","Lac Spectacle (48° 50' 15""N., 87° 17' 37""O.) - canton de Killraine",01/01/2022,12/31/2022
125207978,7,Brook Trout,Omble de fontaine,Open all year,Pêche ouverte toute l’année,Refer to Zone-Wide Seasons and Limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,"Spring Lake (49°41'00""N., 87°31'44""W.) - Leduc Township","Lac Spring (49° 41' 00""N., 87° 31' 44""O.) - canton de Leduc",01/01/2022,12/31/2022
125207979,7,Brook Trout,Omble de fontaine,Open all year,Pêche ouverte toute l’année,Refer to Zone-Wide Seasons and Limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,"Square Lake (47°52'01""N., 83°43'32""W.) - Gilliland Township","Lac Square (47° 52' 01""N., 83° 43' 32""O.) - canton de Gilliland",01/01/2022,12/31/2022
125207980,7,Brook Trout,Omble de fontaine,Open all year,Pêche ouverte toute l’année,Refer to Zone-Wide Seasons and Limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,"That Man's Lake (49°05'42""N., 84°44'58""W.) - Larkin Township","Lac That Man's (49° 05' 42""N., 84° 44' 58""O.) - canton de Larkin",01/01/2022,12/31/2022
125208000,7,Brook Trout,Omble de fontaine,Open all year,Pêche ouverte toute l’année,Refer to Zone-Wide Seasons and Limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,"Tricorn Lake (49°30'43""N., 86°31'35""W.)","Lac Tricorn (49° 30' 43""N., 86° 31' 35""O.)",01/01/2022,12/31/2022
125207981,7,Brook Trout,Omble de fontaine,Open all year,Pêche ouverte toute l’année,Refer to Zone-Wide Seasons and Limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,"Trodd Lake (49°36'15""N., 84°39'35""W.) - Arnott Township","Lac Trodd (49° 36' 15""N., 84° 39' 35""O.) - canton d'Arnott",01/01/2022,12/31/2022
125207982,7,Brook Trout,Omble de fontaine,Open all year,Pêche ouverte toute l’année,Refer to Zone-Wide Seasons and Limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,"Turtle Lake (48°45'19""N., 85°22'07""W.) - Flood Township","Lac Turtle (48° 45' 19""N., 85° 22' 07""O.) - canton de Flood",01/01/2022,12/31/2022
125207983,7,Brook Trout,Omble de fontaine,Open all year,Pêche ouverte toute l’année,Refer to Zone-Wide Seasons and Limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,"Upper Ross Lake (48°54'49""N., 87°20'12""W.)","Lac Upper Ross (48° 54' 49""N., 87° 20' 12""O.)",01/01/2022,12/31/2022
125207984,7,Brook Trout,Omble de fontaine,Open all year,Pêche ouverte toute l’année,Refer to Zone-Wide Seasons and Limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,"Violet Lake (48°33'53""N., 84°30'11""W.) - Cudney Township","Lac Violet (48° 33' 53""N., 84° 30' 11""O.) - canton de Cudney",01/01/2022,12/31/2022
125207985,7,Brook Trout,Omble de fontaine,Open all year,Pêche ouverte toute l’année,Refer to Zone-Wide Seasons and Limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,"West Lake (48°06'20""N., 84°07'58""W.) - Echum Township","Lac West (48° 06' 20""N., 84° 07' 58""O.) - canton d'Echum",01/01/2022,12/31/2022
125207986,7,Brook Trout,Omble de fontaine,Open all year,Pêche ouverte toute l’année,Refer to Zone-Wide Seasons and Limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,"West Shell Lake (48°27'31""N., 85°07'43""W.) - Vasiloff Township","Lac West Shell (48° 27' 31""N., 85° 07' 43""O.) - canton de Vasiloff",01/01/2022,12/31/2022
125207987,7,Brook Trout,Omble de fontaine,Open all year,Pêche ouverte toute l’année,Refer to Zone-Wide Seasons and Limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,"Wilson Lake (49°07'37""N., 84°36'29""W.) - Lascelles Township","Lac Wilson (49° 07' 37""N., 84° 36' 29""O.) - canton de Lascelles",01/01/2022,12/31/2022
125208003,7,Lake Trout,Touladi,Open all year,Pêche ouverte toute l’année,Refer to Zone-Wide Seasons and Limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,"Arnott Lake (49°35'53""N., 84°36'24""W.) - Arnott Township","Lac Arnott (49° 35' 53""N., 84° 36' 24""O.) - canton d'Arnott",01/01/2022,12/31/2022
160239792,7,Lake Trout,Touladi,Open all year,Ouverte toute l’année,Refer to Zone-Wide Seasons and Limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,"Bear Trap Lake (48°15’35”N., 87°31’04”W.)","lac Bear Trap (48°15’35”N, 87°31’04”O)",01/01/2022,12/31/2022
125208004,7,Lake Trout,Touladi,Open all year,Pêche ouverte toute l’année,Refer to Zone-Wide Seasons and Limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,"Beaton Lake 65 (Loon Lake) (48°58'51""N., 84°47'51""W.) - Beaton Township","Lac Beaton 65 (Loon Lake) (48° 58' 51""N., 84° 47' 51""O.) - canton de Beaton",01/01/2022,12/31/2022
125208005,7,Lake Trout,Touladi,Open all year,Pêche ouverte toute l’année,Refer to Zone-Wide Seasons and Limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,"Big Skunk Lake (49°35'25""N., 84°33'33""W.) - Arnott Township","Grand lac Skunk (49° 35' 25""N., 84° 33' 33""O.) - canton d'Arnott",01/01/2022,12/31/2022
125208006,7,Lake Trout,Touladi,Open all year,Pêche ouverte toute l’année,Refer to Zone-Wide Seasons and Limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,"Corine Lake (49°33'21""N., 84°35'44""W.) - Mcewing Township","Lac Corine (49° 33' 21""N., 84° 35' 44""O.) - canton de Mcewing",01/01/2022,12/31/2022
129392364,7,Lake Trout,Touladi,Open all year,Ouverte toute l’année,Refer to Zone-Wide Seasons and Limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,"McLeod Lake (49°31’52”N., 86°33’13”W.)","Lac McLeod (49°31’52” N., 86°33’13” O.)",01/01/2022,12/31/2022
129392374,7,Lake Trout,Touladi,Open all year,Ouverte toute l’année,Refer to Zone-Wide Seasons and Limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,"Raynar Lake (49°58’29”N., 86°29’40”W.) – Raynar Township","Lac Raynar (49°58’29” N., 86°29’40” O.) – canton de Raynar",01/01/2022,12/31/2022
125208007,7,Lake Trout,Touladi,Open all year,Pêche ouverte toute l’année,Refer to Zone-Wide Seasons and Limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,"Redpine Lake (49°38'02""N., 84°32'30""W.) - Arnott Township","Lac Redpine (49° 38' 02""N., 84° 32' 30""O.) - canton d'Arnott",01/01/2022,12/31/2022
125208008,7,Lake Trout,Touladi,Open all year,Pêche ouverte toute l’année,Refer to Zone-Wide Seasons and Limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,"Young Lake (49°35'27""N., 84°40'02""W.) - Arnott Township","Lac Young (49° 35' 27""N., 84° 40' 02""O.) - canton d'Arnott",01/01/2022,12/31/2022
125207988,7,Rainbow Trout,Truite arc-enciel,Refer to Zone-Wide Seasons and Limits,Reportez-vous à Saisons et limites de zone,S - 5,S - 5,No size limits,Aucune limite de taille,Arnott #47 - Arnott Twp.,Lac Arnott n° 47 - canton d’Arnott,01/01/2022,12/31/2022
125207988,7,Rainbow Trout,Truite arc-enciel,Refer to Zone-Wide Seasons and Limits,Reportez-vous à Saisons et limites de zone,C - 2,C - 2,No size limits,Aucune limite de taille,Arnott #47 - Arnott Twp.,Lac Arnott n° 47 - canton d’Arnott,01/01/2022,12/31/2022
125207989,7,Rainbow Trout,Truite arc-enciel,Refer to Zone-Wide Seasons and Limits,Reportez-vous à Saisons et limites de zone,S - 5,S - 5,No size limits,Aucune limite de taille,"Balancing Lake (49°49'59""N., 86°18'18""W.)","Lac Balancing (49° 49' 59""N., 86° 18' 18""O.)",01/01/2022,12/31/2022
125207989,7,Rainbow Trout,Truite arc-enciel,Refer to Zone-Wide Seasons and Limits,Reportez-vous à Saisons et limites de zone,C - 2,C - 2,No size limits,Aucune limite de taille,"Balancing Lake (49°49'59""N., 86°18'18""W.)","Lac Balancing (49° 49' 59""N., 86° 18' 18""O.)",01/01/2022,12/31/2022
125207990,7,Rainbow Trout,Truite arc-enciel,Refer to Zone-Wide Seasons and Limits,Reportez-vous à Saisons et limites de zone,S - 5,S - 5,No size limits,Aucune limite de taille,"Boobus Lake (49°28'14""N., 87°09'19""W.)","Lac Boobus (49° 28' 14""N., 87° 09' 19""O.)",01/01/2022,12/31/2022
125207990,7,Rainbow Trout,Truite arc-enciel,Refer to Zone-Wide Seasons and Limits,Reportez-vous à Saisons et limites de zone,C - 2,C - 2,No size limits,Aucune limite de taille,"Boobus Lake (49°28'14""N., 87°09'19""W.)","Lac Boobus (49° 28' 14""N., 87° 09' 19""O.)",01/01/2022,12/31/2022
125207991,7,Rainbow Trout,Truite arc-enciel,Refer to Zone-Wide Seasons and Limits,Reportez-vous à Saisons et limites de zone,S - 5,S - 5,No size limits,Aucune limite de taille,"Frost 68 Lake (Ronald Lake) (49°29'23""N., 84°42'38""W.) - Frost Township","Lac Frost 68 (Ronald Lake) (49° 29' 23""N., 84° 42' 38""O.) - canton de Frost",01/01/2022,12/31/2022
125207991,7,Rainbow Trout,Truite arc-enciel,Refer to Zone-Wide Seasons and Limits,Reportez-vous à Saisons et limites de zone,C - 2,C - 2,No size limits,Aucune limite de taille,"Frost 68 Lake (Ronald Lake) (49°29'23""N., 84°42'38""W.) - Frost Township","Lac Frost 68 (Ronald Lake) (49° 29' 23""N., 84° 42' 38""O.) - canton de Frost",01/01/2022,12/31/2022
125207992,7,Rainbow Trout,Truite arc-enciel,Refer to Zone-Wide Seasons and Limits,Reportez-vous à Saisons et limites de zone,S - 5,S - 5,No size limits,Aucune limite de taille,"Hart Lake (49°43'53""N., 84°18'27""W.) - Gill Township","Lac Hart (49° 43' 53""N., 84° 18' 27""O.) - canton de Gill",01/01/2022,12/31/2022
125207992,7,Rainbow Trout,Truite arc-enciel,Refer to Zone-Wide Seasons and Limits,Reportez-vous à Saisons et limites de zone,C - 2,C - 2,No size limits,Aucune limite de taille,"Hart Lake (49°43'53""N., 84°18'27""W.) - Gill Township","Lac Hart (49° 43' 53""N., 84° 18' 27""O.) - canton de Gill",01/01/2022,12/31/2022
125207993,7,Rainbow Trout,Truite arc-enciel,Refer to Zone-Wide Seasons and Limits,Reportez-vous à Saisons et limites de zone,S - 5,S - 5,No size limits,Aucune limite de taille,"Hartley Lake (49°28'43""N., 87°08'40""W.)","Lac Hartley (49° 28' 43""N., 87° 08' 40""O.)",01/01/2022,12/31/2022
125207993,7,Rainbow Trout,Truite arc-enciel,Refer to Zone-Wide Seasons and Limits,Reportez-vous à Saisons et limites de zone,C - 2,C - 2,No size limits,Aucune limite de taille,"Hartley Lake (49°28'43""N., 87°08'40""W.)","Lac Hartley (49° 28' 43""N., 87° 08' 40""O.)",01/01/2022,12/31/2022
125207994,7,Rainbow Trout,Truite arc-enciel,Refer to Zone-Wide Seasons and Limits,Reportez-vous à Saisons et limites de zone,S - 5,S - 5,No size limits,Aucune limite de taille,"Hilder Lake (49°46'51""N., 86°58'46""W.) - Fulford Township","Lac Hilder (49° 46' 51""N., 86° 58' 46""O.) - canton de Fulford",01/01/2022,12/31/2022
125207994,7,Rainbow Trout,Truite arc-enciel,Refer to Zone-Wide Seasons and Limits,Reportez-vous à Saisons et limites de zone,C - 2,C - 2,No size limits,Aucune limite de taille,"Hilder Lake (49°46'51""N., 86°58'46""W.) - Fulford Township","Lac Hilder (49° 46' 51""N., 86° 58' 46""O.) - canton de Fulford",01/01/2022,12/31/2022
125207995,7,Rainbow Trout,Truite arc-enciel,Refer to Zone-Wide Seasons and Limits,Reportez-vous à Saisons et limites de zone,S - 5,S - 5,No size limits,Aucune limite de taille,"Humberstone Lake (49°30'04""N., 84°42'26""W.) - Frost Township","Lac Humberstone (49° 30' 04""N., 84° 42' 26""O.) - canton de Frost",01/01/2022,12/31/2022
125207995,7,Rainbow Trout,Truite arc-enciel,Refer to Zone-Wide Seasons and Limits,Reportez-vous à Saisons et limites de zone,C - 2,C - 2,No size limits,Aucune limite de taille,"Humberstone Lake (49°30'04""N., 84°42'26""W.) - Frost Township","Lac Humberstone (49° 30' 04""N., 84° 42' 26""O.) - canton de Frost",01/01/2022,12/31/2022
125207996,7,Rainbow Trout,Truite arc-enciel,Refer to Zone-Wide Seasons and Limits,Reportez-vous à Saisons et limites de zone,S - 5,S - 5,No size limits,Aucune limite de taille,"Lena Lake (49°49'56""N., 86°20'47""W.)","Lac Lena (49° 49' 56""N., 86° 20' 47""O.)",01/01/2022,12/31/2022
